,claim,label
6098,"luciano hang donated 90 respirators to sus, justus 1.5 million, eduardo costa 2.5 million. left and did what?",0
6096,"fact check: the third stage of the deterioration in keavid in india, but the government has maraccuvann desiyamadhyamam; that makes",0
6095,video of man playing scaring people in goa to make sure they stay inside their homes,0
6094,"government just released the registration aid emergency of r $ 600.00 to r $ 1,200.00 scheduling must be done on the official app",0
6093,coronavirus was created in the laboratory by the chinese communist party,0
6091,"johns hopkins university published this ""excellent summary"" on avoiding covid-19.",0
6090,â€œcovid literally stands for chinese originated viral infectious disease.â€,0
6089,former iraqi dictator saddam hussein discusses covid-19 in the 1990s,0
6088,"secretary of health, jorge alcocer, told the media that president lopez obrador traveled to the city of chicago after he tested positive for a test covid-19",0
5953,"a photo of a couple locked in an intimate embrace with their face masks lowered has been shared in facebook posts that claim they were nurses who were treating covid-19 patients in an italian hospital. this is 0, the photo was taken by an associated press photographer at barcelonaâ€™s airport. this post, published on march 25, 2020, tells the story of â€œsofia and antonio who worked as nurses in italy,â€ and says they left their own children behind to help treat patients, only to become victims themselves.",0
2823,Nurse Khalilah Mitchell suffered facial paralysis after being vaccinated for COVID-19.,0
5514,The University of Oxford has developed a vaccine for coronavirus.,0
5512,Killed by COVID-19 thrown into the water in Ecuador,0
4936,Military hospitals opened for COVID treatment of civilians,0
4935,Italy finds cure for new coronavirus,0
4934,"George Floyd's death was â€œfilmed before covid19â€ because â€œ[n]ot a single person is wearing a mask"" in the videos.",0
4933,Tunisia defeated the coronavirus,0
4931,"""The number of cases in Oklahoma â€” itâ€™s declined precipitously.""",0
4930,"The Tanzanian government has approved a herbal medicine called Covidol, which will cure patients suffering from Covid-19.",0
4928,Picture of woman hanging from a tree and toddlerâ€™s body floating in a pond shows the plight of people in â€œAtmanirbhar Bharatâ€.,0
4927,Images show coronavirus facility being set up at Pragati Maidan in Delhi,0
4938,COVID 19 Kits for home linked to Tata Health,0
4926,Video of medical professionals celebrating is from New Zealand.,0
4924,Image shows former Prime Minister Dr Manmohan Singh touching the feet of Sonia Gandhi,0
4923,Message from doctor at KEM Hospital suggesting medication such as azythromycin and HCQ for COVID-19 patients at home,0
4922,"CLAIM: A new virus has appeared in Beijing, the capital of China. The virus spread from the salmon countertop.",0
4921,The NHS track and trace app is being automatically downloaded onto phones.,0
4920,"A post claims media coverage of US riots and the COVID-19 pandemic ""distracted"" people from a court appearance by former US secretary of state Hilary Clinton.",0
4919,Screenshot claims Amit Shah made a faux pas by calling deceased actor Sushant Singh Rajput a cricketer,0
4916,Images Show CPI (M) protest against Indian Army in Delhi,0
4915,Bhagalpur Central Jail official infected with corona,0
4925,"Spain corrects the number of corona deaths from over 26,000 to 2,000.",0
4914,"The video is claimed to be a video of the appearance of black clouds accompanied by the sound of the call to prayer in Berlin, Germany",0
4939,"Did Doria say she signed an agreement for this vaccine in August 2019? So, that means you already knew about the virus in August last year ?!",0
4944,"According to a list published by the European Aviation Safety Agency, no Greek airport is safe from the risk of COVID-19 infection, unlike Turkish airports which are safe.",0
4962,"List of drugs and preventative steps for COVID-19 from KEM hospital, Mumbai",0
4961,"Dr Raj Kamal Agarwal, a Senior Consultant, Department of Anaesthesiology, Sir Ganga Ram Hospital (SGRHI), Delhi has prescribed measures one can take on coming in contact with a COVID-19 patient.",0
4960,It appears that patients are playing in Gachibowli indoor stadium converted into covid hospital,0
4959,Who needs a PUB when we have the COVID Quarantine Centers,0
4958,"Mumbai""s NSCI Quarantine Centers Swing Patients on Song",0
4957,It is being shared on social media that a group of American researchers has discovered a vaccine that cures Covid-19 in a very short time. The drug will have been announced by Donald Trump and millions of doses will be made available. ,0
4956,"The viral post has a prescription written on the letterhead of Dr. Raj Kamal Agarwal of Sir Ganga Ram Hospital, which includes a list of medicines for prevention of corona virus in addition to social distance, hand washing and wearing a mask.",0
4955,Delhi to go under lockdown from June 18,0
4941,"Minister Eduardo Pazuello says that certificates cannot notify ""suspected covid-19""",0
4954,Delhi to go under lockdown from June 18,0
4952,A man runs away from the hospital because they want to enter him by COVID-19,0
4951,This photo shows a police killed by coronavirus in Mexico City,0
4950,Video claims that Madhya Pradesh CM Shivraj Singh Chouhan has ordered officials to distribute liquor in the state,0
4949,Immigration holds 300 foreigners from China who carry thousands of AK-46 weapons amid the Covid-19 pandemic,0
4948,"[0] ""In the film captain America, Captain Steve wakes up in modern times and you can see the corona virus""",0
4947,Religious Minister Fachrul Razi withdrew his speech on the cancellation of Hajj 2020,0
4946,Video shows healthcare personnel celebrating after recovery of last COVID patient in New Zealand,0
4945,France has announced a ban on Africans traveling to Europe if they refuse the European vaccine for COVID-19.,0
4953,"Steam, gargle and tea in hot water in China, Kovid-19 patients are recovering in 4 days in China.",0
4963,Coffee Can Prevent and Cure Covid-19.,0
4913,"Baswedan""s novel blames President Jokowi for a court ruling on a case of pouring water on him and ordering him to appeal",0
4911,The coronavirus drug was finally found in Italy,0
4881,Use of public transport is only about 5% of its usual numbers.,0
4880,"In Brazil, coffins that should have been victims of COVID-19 coronaviruses had stones",0
4879,This Thane lab has been sealed for doing wrong COVID positive test,0
4878,Distribution of COVID-19 cases in Temanggung Regency,0
4877,"[0] ""North Luwu regent lay in hospital because he fell from his motorbike between BanSos COvid-19""",0
4875,"In today""s publication on social media it is warned that ""Portugal ultra ......",0
4874,"Brazil is the only country in the world that the Supreme Court has isolated the president from fighting pandemic and handed over the country""s powers to governors and mayors who are not committed to the fate of the nation and have done everything wrong. the life of Brazilians",0
4873,Verified content: Publication made by the PlenoNews website on April 21 with the title â€œSenegal has used chloroquine since the 1st case and has only 5 deathsâ€. The story was shared by pastor and federal deputy Marcos Feliciano on June 16,0
4882,"My LUTH consultant friend is just telling me that LUTH Lagos admits not less 500 coronavirus patients daily. At the moment, 9 LUTH Professors are presently on admission at LUTH for COVID.",0
4872,Senegal uses chloroquine and has few deaths from covid-19,0
4870,President Ramaphosa and ANC members don't wear a mask at a birthday party during lockdown,0
4869,There is a link between 5G technology and the new coronavirus.,0
4868,German doctor reveals global terrorism due to COVID-19.,0
4867,"Members of parliament from Brazil broke into a hospital that claimed to have 5,000 infected and 200 deaths from Covid-19, and no one was in the hospital.",0
4865,Prime Minister Narendra Modi bowed in front of Chinese President Xi Jinping.,0
4864,Images show CPI(M) leader Sitaram Yechury and Brinda Karat protesting against Indian army,0
4863,Video shows Peoples Liberation Army using hyperbaric oxygen therapy to treat injured Indian soldiers.,0
4862,"Bari, ""prisoner"" of Immuni: ""Forced to quarantine by the app, but they don""t buffer me""",0
4871,There is a sale of deaths by Covid-19 in Brazil.,0
4912,Covid vaccine analysis,0
4883,Dr Anthony Fauci admitted that vaccines are toxic and can cause harm.,0
4885,"The US government""s Center for Disease Control has officialized the emerging scientific evidence on coronavirus transmission",0
4910,Verified content: Video published on YouTube on June 12 with the title â€œDÃ³ria negotiated a Chinese vaccine before the virus arrived in Brazilâ€,0
4909,"Individuals who are hitting homes saying they are tested for covid-19, but are muggers. Centro Alto / RibeirÃ£o Pires. Neighborhood information in solidarity!",0
4908,Verified content: publication shared by WhatsApp and on Facebook pages with the text â€œThe Center for Disease Control of the US government has officialized the emerging scientific evidence on the transmission of coronavirusâ€.,0
4906,"The Tanzanian government has approved a herbal medicine called Covidol, which will cure patients suffering from Covid-19.",0
4905,"* SERIOUS COMPLAINTS * MOTHER OF SÃƒO PAULO POLICE OFFICER WAS ALREADY DEAD! THE SON RISEN UP TO THE MOTHER""S BED, BUT SHE WAS ALREADY INSIDE A BAG FOR DEFORT. THEY ARE KILLING PEOPLE TO CAUSE TERROR IN THE POPULATION! CANALS, MEATS!",0
4901,Image shows a tweet by an account on India-China clash with an image of Chinese President Xi Jinping,0
4900,An image shows the official COVID-19 series of NFL helmets.,0
4899,"Denis Mukwege resigned from his post in the fight against the Covid-19 so as not to ""dirty his Nobel Peace Prize""",0
4884,"After chloroquine protocol, number of recovered covid-19 in Brazil increased",0
4898,"""German government admitted that Covid-19 is 0""",0
4895,"Tanzania government comes out with the Cure of COVID 19 ,Efficient well and approved by the national health committee,",0
4893,"While the world is quarantined, China buys Volvo, Pirelli, Thomas Cook and part of Mercedez Benz. Did you understand the pandemic?",0
4892,Doria negotiated Chinese vaccine before the virus arrived in Brazil,0
4891,FDA now allowed hydroxychloroquine medication at home,0
4890,Delhi Police released this guideline regarding Coronavirus,0
4889,Joice Hasselmann appears unmasked in hospital after positive Covid-19 diagnosis,0
4888,"A Facebook post is correct in saying N95 masks, surgical masks, and cloth masks can be dangerous and/or ineffective in protecting against the spread of COVID-19 based on U.S. Occupational Safety and Health Administration (OSHA) guidelines.",0
4887,Forward claims Global Times named 30 Chinese soldiers killed during India-China clash in Galwan.,0
4896,Copacabana beach Brazil ... 100 graves also on the beach.,0
4861,"Online and viral social media posts claim that Dr Denis Mukwege said: â€œI cannot in any case dirty my Nobel Peace Prize for money, we had been ordered to declare any illness to be coronavirus and any death. In addition, the thing that displeased me is that, after more than 100 samples none came out positive. I have a career to protect and I am Congolese by blood. Getting rich by lying is a sin before God, I quit.â€",0
4964,Sri Rama Krishna Hospital in Hyderabadâ€™s Kachiguda has been sealed. The whole hospital staff and patients have tested positive for coronavirus.,0
4966,Vice President Leni Robredo asked President Rodrigo Duterte what good would a curfew do during the COVID-19 pandemic.,0
5052,"The video shows people running to enter the Prophet 39;s Mosque, which reopened after Covid-19.",0
5051,Photo shows Shah Rukh Khan with kid who lost his mother in Muzaffarpur Railway station,0
5050,Post uses video from a doctor who explains the protocol adopted by the Porto Seguro City Hall for the treatment of cases of covid-19. At no time does the doctor â€œunmaskâ€ politicians or make reference to President Jair Bolsonaro,0
5049,This doctor had cleared unscrupulous governors and mayors! The president has always been right about chloroquine,0
5047,Video that circulates on social networks stating that hospitals are causing the death of people with other diseases in order to register them with covid-19 has 1 information in order to discredit the severity of the new coronavirus pandemic,0
5046,"Tijuana is the most heavily infected place anywhere in the world as far as the plague is concerned, you already know the plague that came from China unfortunately, the most infected or one of the most infected at this very moment",0
5045,Posts claim that the Delhi Public School has started selling face masks at an exorbitant price of Rs 400 per piece.,0
5042,Delhi school selling mask to students for 400 rupees,0
5053,"Dr. Tasuku Honjo caused a sensation in the media today, saying that the corona virus is not natural. If it were natural, it wouldn&#39;t have affected everyone like that. Because, depending on the nature, the temperature is different in different countries",0
5040,"Delhi Public School Society has started selling masks worth Rs 400, mandatory for students.",0
5038,Haddad in isolation for Covid-19 celebrates his birthday alone. These junks are experts at lying,0
5037,Death certificate will not be able to identify suspected Covid-19 as a possible cause of death.,0
5036,Death certificate will not be able to identify suspected Covid-19 as a possible cause of death.,0
5035,"â€œWe have a lot of appreciation for Brazil and its vibrant people, and President Javier Bolsonaro is a great man. But as a friend, I have to say that he is not handling the crisis well. Things need to change, otherwise there will be a genocide in Brazil, very bad â€",0
5034,"""Students must take Flu, HPV AND COVID19 vaccine to attend school"" under new legislation in Colorado.",0
5028,Macron reserves entry to the EU for Africans who have received a dose of European vaccine,0
5027,French President Emmanuel Macron announced a European travel ban for Africans who refuse a COVID-19 vaccine,0
5024,The party happened after the decision of the Supreme Federal Court (STF) to suspend police operations in the favelas of Rio de Janeiro during the coronavirus pandemic. ,0
5039,Notification by Punjab Government in Pakistan banning poultry due to presence of coronavirus in it,0
5022,Thyrocare labs are sealed in Thane over 0-positive COVID19 testing,0
5054,ICUs in Rio were closed due to lack of covid-19 patients,0
5057,The video is claimed to be a student demo video which demanded President Jokowi step down from his post during the Covid-19 pandemic,0
5084,There is a Chinese Red Army disguised as project workers who were captured in Karawang during the Covid-19 pandemic,0
5083,Number of deaths in CearÃ¡ falls 90% after investigation by the Federal Police,0
5082,WHO offered $20 million to Madagascar President to put toxins in their COVID-19 remedy,0
5081,WHO offered $20 million to Madagascar President to put toxins in their COVID-19 remedy,0
5080,Number of deaths in CearÃ¡ falls 90% after investigation by the Federal Police,0
5078,"Good news! BelÃ©m presents the second consecutive day without registering any deaths by Covid-19, says Sespa",0
5077,"Nobel laureate Dr. Tasuku Honjo said that COVID-19 was ""man-made"" at a lab in Wuhan, China.",0
5076,Madagascar President calls on African countries to leave WHO,0
5056,"Unbelievable, the Anhembi Campaign Hospital EMPTY !!! OUR MONEY !!!",0
5073,"The photo is claimed to be a photo of a landslide that closed Semarang Ungaran Toll Road on May 30, 2020",0
5069,â€œFirst lady is discharged after 4 days in hospital. Recommended therapy for residency if CT suggestive of COVID without clinical criteria for hospitalization: 1. Hydroxychloroquine (...) 2. Azithromycin â€,0
5067,Swedish chief epidemiologist admitted mistake in combating COVID-19,0
5066,"The same coffins in Bergamo 2020, arrived from Lampedusa in 2013. How to manipulate the epidemic with the help of manipulations",0
5065,The severity of the Covid-19 case in Surabaya is the conspiracy of the global elite,0
5064,The Japanese government will pay for half the travel of foreigners visiting the country after the coronavirus pandemic,0
5061,Barranquilla hospitals charge millions for patients and coronavirus deaths,0
5059,It is being claimed that Uma gave this interview about Corona,0
5058,"â€œWhat weâ€™re announcing today is a tremendous tribute to equality,"" speaking of the May jobs report.",0
5070,"Renata Vasconcelos tested positive for covid 19. I think she should not take chloroquine, because JN is against it !!!! Let&#39;s follow!!!!",0
4965,Swine flu pandemic in 2010 started in China,0
5021,The COVID-19 findings by Italyâ€™s Ministry of Health including the cure for COVID-19,0
5019,Daddy Yankee created charity COVID-19 pandemic,0
4992,"Pharmaceutical company GAVI, owned by the Bill &amp; Melinda Gates Foundation, has been expelled by India and denounced by Kenya",0
4991,The Court of The Hague has admitted a complaint against Pedro SÃ¡nchez for genocide,0
4990,Abhigya Anand predijo el coronavirus.,0
4986,"Modi""s minister playing Ludo in Kovid",0
4985,52 free horses need rehoming in Ohio because their owner died of Covid-19.,0
4982,"Exciting image in Brazil, Today in MG an elderly woman died while waiting for the care the elderly woman had symptoms of covid 19 what most impressed was the attitude of the grandson trying to revive the victim with mouth to mouth breathing without success. See the boy""s attitude without worrying that he could get the virus. This is Love",0
4981,Video of COVID-19 dead bodies in Mexico being thrown into the sea.,0
4980,"â€œMega demonstration against President Alberto FernÃ¡ndez""s Communist Policy. You will not see this reported in the mainstream media! The Argentine people took to the streets to protest the nationalization policies initiated by President Alberto FernÃ¡ndez, a post by Cristina Kirchner, his deputy and friend of Lula. The popular revolt stemmed from the attempted expropriation of a company belonging to the economic group Vicentin, which has been operating in various sectors for nearly 90 years, the country""s fourth largest soy exporter. The Government claims that the company accumulates debt â€.",0
4993,"""The 'biologicalâ€™ lab in Wuhan where the COVID-19 virus was created was â€˜fundedâ€™ by President Barak Hussein Obama in 2015 to the tune of $3,800,000 American dollars.""",0
4979,Haddad celebrates birthday with several guests during covid-19 pandemic,0
4976,Haddad celebrates birthday with several guests during covid-19 pandemic,0
4975,"â€œIn 2009, the h1n1 flu killed many more people than covid19 and your squid government did not give you 10 cents. And the rotten media kept its mouth shut, didnâ€™t talk about isolation or anything â€",0
4973,Video shows Maharashtra has reimposed a lockdown starting June 15,0
4972,This photograph was taken in Venezuela during the COVID-19 pandemic,0
4971,"Video shows patients dancing and not maintaining physical distancing at COVID-19 care centre in Worli, Mumbai.",0
4970,"Dr Raj Kamal Agarwal, a Senior Consultant, Department of Anaesthesiology, Sir Ganga Ram Hospital (SGRHI), Delhi has prescribed measures one can take on coming in contact with a COVID-19 patient.",0
4968,K.E. M.Hospital This article has been sent by a reputed doctor!,0
4967,Video shows medical staff cheering after the last coronavirus patient recovered in New Zealand and the Covid-19 ward was shut.,0
4977,Sir Ganga Ram Hospital doctor prescribed COVID-19 medicines for high risk contacts,0
5020,Israel has recorded no COVID-19 deaths as people used a remedy made of baking soda and lemon.,0
4994,Japans Nobel prize winner doctor has claimed that the Coronavirus is made by China to create havoc globally,0
4996,Anies Baswedan was awarded as the best governor for handling Covid-19 at the CAC Summit,0
5018,Doctor Vicente De La Torre recommends treatment for coronavirus,0
5017,A boy from India who has a YouTube channel dedicated to astrology predicted the arrival of the coronavirus pandemic in August 2019,0
5016,"â€œMa Xiaowei, director of the National Health Commission, said there is â€˜no delay or cover-upâ€™ in the Chinese government's response to the COVID-19 outbreak.â€",0
5015,Zee News graphic claiming Home Ministry has indicated a lockdown from June 15,0
5013,Post used a photo taken in an act carried out in the United States to minimize the extent of the new coronavirus pandemic,0
5012,"The health department of Punjab, Pakistan has called for an immediate ban on poultry because of the presence of â€˜deadly Coronavirusâ€™ in them.",0
5011,Italy finds cure for new coronavirus,0
5010,"According to a video published by a Greek journalist, the COVID-19 pandemic is a scam whose elements were inflated or completely distorted by the competent bodies.",0
4995,"The 2011 movie ""Captain America"" predicted the coronavirus pandemic.",0
5009,The COVID-19 virus is an excuse to inject us with a vaccine that will synchronize us to a digital identity that will be issued in the Civil Registry,0
5007,French President Emmanuel Macron announced a European travel ban for Africans who refuse a COVID-19 vaccine,0
5006,Health Ministry had issued a strict alert on a new type of coronavirus infection Clade A13-I is spreading in India,0
5005,"Bill and Melinda Gates"" GAVI Pharmaceutical Expelled from India for Vaccines",0
5004,Haddad in isolation for Covid-19 celebrates his birthday alone. These junks are experts at lying.,0
5003,Italy finds cure for new coronavirus,0
5000,The photo is claimed to be a photo of five siblings in Surabaya who are waiting to be adopted because their parents died as a result of Covid-19,0
4999,Thyrocare labs are sealed in Thane over 0-positive COVID19 testing,0
4997,Doria admitted double the number of deaths by covid-19,0
5008,This man holding a â€œThe UK Invented Racismâ€ sign is the same that tried to burn the Cenotaphâ€™s Union Jack.,0
4860,Outpatient treatment protocol for patients with suspected COVID-19,0
4859,Video shows COVID-19 nurse raped and murdered,0
4858,The Eiffel Tower honors the victims of COVID-19 with a light show,0
4723,Video of COVID-19 dead bodies in Mexico being thrown into the sea.,0
4722,"169 residents of Omkar Alta Monte, Malad in Mumbai test COVID-19 positive",0
4721,Video shows the Barranquilla hospital full of patients with coronavirus,0
4718,"In Brazil, coffins that should have been victims of COVID-19 coronaviruses had stones",0
4716,Video of COVID-19 dead bodies in Mexico being thrown into the sea.,0
4715,"Verified content: Video published on a Facebook page accompanied by a text that says that the mayor of SÃ£o Paulo, Bruno Covas, ""predicted thousands of deaths by covid-19 and bought 38 thousand coffins without bidding to bury the people.""",0
4713,1994 Denver Mural Proves COVID-19 Planned,0
4712,People in China have stopped going to hospitals for COVID-19 treatment because they have learned to â€œkillâ€ the novel coronavirus with heat,0
4724,"""[Lisbon region has a) more relaxed, less concerned, young population, without dramas""",0
4710,WHO recommended completely unspecific corona virus tests,0
4708,Video shows Apache helicopters flying over Pangong Lake,0
4706,Budweiser has acknowledged that its employee has urinated in beer tanks for 12 years.,0
4705,The photo is claimed to be the photo of Titiek Soeharto during a demonstration against the HIP Bill at the DPR,0
4704,The photo in Milan of a parade of people without a mask,0
4703,Video shows fish washed up on a beach in Bali.,0
4702,Verified content: Video recorded by doctor Ulysses JosÃ© Guedes Gomes that went viral on Facebook.,0
4701,"If not enough covid-19, another very aggressive [flu] virus, which attacks pigs, had an explosion of cases in China and is already reaching other countries in Asia and Europe",0
4699,"A poster was released on social networks, allegedly posted on the ma ......",0
4709,Police bulletin warns people of burglars going door to door offering face masks laced with chemicals which knock out their victim before they rob them.,0
4698,Dr. Anthony Fauci said the National Institutes of Health (NIH) was told to cancel a grant funding research for a study investigating how coronaviruses jump from bats to humans.,0
4725,â€œThere's a â€˜spikeâ€™ in [COVID-19] cases because there's a spike in testing.â€,0
4729,Video of COVID-19 dead bodies in Mexico being thrown into the sea.,0
4751,"Video shows an accident at Mysore Road, Bengaluru",0
4750,Letter shows that AYUSH Ministry has approved Patanjalis coronil,0
4748,"Corona patients in Pune are now visible in open, public places",0
4747,"[0] This video ""demo in America. currently in the pandemic #COVID ãƒ¼ 19 â€",0
4746,The video is claimed to be a demonstration video in the United States during the Covid-19 pandemic,0
4745,"The news reports of the new wave of Covid in Brazil ... Instead, watch the reality told by two MPs visiting the Covid center.",0
4744,Do not go to Villa Pamphili and go around Monteverde because there are many cases of COVID,0
4743,Video of COVID-19 dead bodies in Mexico being thrown into the sea.,0
4728,Video of COVID-19 dead bodies in Mexico being thrown into the sea.,0
4742,"""Europe lies to win Tourism"", denounces in publication in the red ......",0
4739,Study proves effectiveness of chloroquine and azithromycin,0
4738,The COVID-19 vaccine will kill 50 million Americans,0
4736,Tennis pro Serena Williams wrote a post saying she is â€œsick of COVID-19â€ and sick of â€œblack vs. whiteâ€.,0
4735,Pope leads new world order that seeks to create with pandemic COVID-19,0
4734,"Face masks intended to stop the spread of COVID-19, including that they violate US labor standards for oxygen deprivation, cloth masks â€œdo not filter anythingâ€ and trap carbon dioxide, surgical masks spread germs, and N95 masks expel unfiltered air.",0
4733,"Italian doctors disobey WHO""s global health law, not to perform autopsies on people who died of coronavirus, discovering that it is NOT a virus, but a bacterium",0
4732,Brazilian politician furious over nonexistent COVID-19 patients,0
4730,"DRC: Dr. Denis Mukwenge resigns from the Covid19 response team. â€œIn any case, I cannot dirty my Nobel Peace Prize money, we were forced to consider any disease like coronavirus and any death. In addition, what displeased me most is that, after more than 100 samples, none came out positive. Have a career to protect and I am a congol of blood. Getting rich lied is sin before God, I resigned",0
4740,A Facebook post claims a drug company whistleblower says a COVID-19 vaccine will cause infertility.,0
4752,"[Wrong] ""Don""t go through the gg 12 .. there are 12 people in the family""",0
4697,Pedro SÃ¡nchez announces a system to generate money from home by investing in bitcoin during the coronavirus emergency,0
4695,Fire of the ship that transported mobile hospitals for COVID-19 to Honduras,0
4664,Coronation of coronary patients at Gandhi Hospital (COVID - 19 hospital),0
4663,There were thousands of students in Kudus who were unconscious after taking the Covid-19 rapid test from a Chinese hospital,0
4662,"At mobile Covid-19 testing units, 97% of results are delivered within 24 hours.",0
4661,"Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",0
4659,"Studies show that the use of Ivermectin dropped the number of people infected with COVID-19 [in Natal, RN]",0
4658,Reopening of the Eiffel Tower lighting with a French tribute to the victims of COVID-19 coronavirus,0
4657,"Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",0
4656,"""Europe lies to win tourism"", denounces a publication in the r ......",0
4665,"Video of the pathetic situation of COVID-19 patients in Gandhi hospital (COVID-19 dedicated hospital) in Hyderabad, Telangana",0
4655,"It is a viral publication spread on social networks, in the form of a list with ""17 reflections"" on the pandemic of the new coronavirus attributed to the virologist Robert Ray Redfield, Director of the Center for Control and Prevention of Diseases (CDC) of the EE Among these reflections, the statement that ""wearing a barbijo during prolonged periods interferes with breathing and oxygen levels"" stands out.",0
4652,"U.S. President Donald Trumpâ€™s June 20, 2020, election rally in Tulsa, Oklahoma, during the coronavirus pandemic could be connected to two days of 100% positive COVID-19 tests reported in the state more than a week later.",0
4651,COVID-19 does not exist. It is caused by 5G to install chips with vaccines.,0
4650,"The Victorian government in Australia is handing out AU $1,500 to all COVID-19 patients.",0
4649,"Viral video shows the alarming COVID-19 situation in Gandhi hospital in Hyderabad, Telangana.",0
4648,DRC has validated a remedy against Covid-19 made from artemisia,0
4647,"First, this policy became private to governors and mayors. The President of the Republic has practically nothing to interfere in this policy, so whether it is going well or going badly, the responsibility rests with the governors and mayors, according to a decision by the STF.",0
4646,Dr. Denis Mukwege said he resigned from the coronavirus task force in the Democratic Republic of the Congo because he was being offered money to falsify COVID-19 cases.,0
4645,"We had those who died due to coronavirus per million inhabitants 30 times less than in Italy, 20 times less than in Spain, ladies and gentlemen, 8 times less than in rich Switzerland and well developed, 6 times less than in Germany.",0
4653,"India, Pakistan, Bangladesh, Thailand, and Indonesia are classified by the World Health Organization as part of the Western Pacific region.",0
4696,"Several publications were disseminated on social networks highlighting that the test of a couple from Portalegre, infected with Covid-19, was negative after doing a treatment with water from the Termas da SulfÃºrea, in CabeÃ§o de Vide, for a week.",0
4668,A photograph shows Queen Elizabeth wearing a yellow face mask during the COVID-19 coronavirus disease pandemic.,0
4671,"Bleach in the sewers. Please add 1 tablespoon of bleach to each drain of your toilets, washbasins, bathtubs, showers, dishwashers, etc ...",0
4694,"""I would do press events in May, I would never be asked about coronavirus.''",0
4693,An image shows the official COVID-19 series of NFL helmets.,0
4692,Brazilian politician furious over nonexistent COVID-19 patients,0
4690,"JoÃ£o Campos, son of Eduardo Campos, states that ""money from the party fund is for our election (sic), it cannot be spent on covid-19, I vote no""",0
4689,"Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",0
4688,"there is evidence that several immigrants infected with coronavirus have fled the isolation in a hostel in Cartagena (Murcia) and that one of them has been caught with 1,200 euros stolen from them, as stated by an audio",0
4687,Chinese Usera stores are closing due to outbreak of coronavirus,0
4686,The study of the Barbastro hospital in Huesca shows a relationship between COVID-19 and the flu vaccine,0
4669,The dispatch by Hungary of the Tisa engineering battalion in Transcarpathia due to floods will end in the occupation of the region.,0
4683,"A video showing a small ionizing air purifying device as a â€œNASA anti-Covid necklaceâ€ is being shared on social media. According to several publications, this device supposedly protects against the new coronavirus, so it is no longer necessary to wear a mask, besides helping to cure the disease.",0
4681,"Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",0
4680,"Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",0
4679,"Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",0
4678,"In Kazakhstan, the development of a vaccine will begin on the materials of blood recovered from COVID-19 Nursultan Nazarbayev",0
4677,"Video of a Kovid hospital in India, in which some monkeys are seen jumping around.",0
4675,Nepal shot down an Indian HAL Rudra helicopter that was carrying an airstrike in Belahiya and captured an Indian pilot,0
4673,"He was infected with the new coronavirus, died of the disease and was buried. However, he was still alive.",0
4672,"Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'",0
4682,"A poster of the festival ""Noites de VerÃ£o"" is being circulated on social networks, supported by the municipality of Vila Nova de Gaia, with the following message highlighted: ""Infect yourself for just 10 euros a day"".",0
4753,"On June 25, 2020, at a campaign event in Pennsylvania, Democratic presidential candidate Joe Biden incorrectly said 120 million people had died of the COVID-19 coronavirus disease.",0
4754,"The United States Centers for Disease Control and Prevention (CDC) confirmed a very low mortality rate from COVID-19 â€” only 0.26%, not 3.4%, according to the World Health Organization.",0
4755,The alleged video shows a pile of bodies of Covid-19 patients filling hospitals in India,0
4830,Many countries have 'perfected' COVID-19 vaccines,0
4829,Risk percentage of Community Transmission of COVID-19 for various states in India. Telangana has a high risk of 122%,0
4828,Lemon with baking soda cures the new coronavirus. In Israel they take it every night and there is no case.,0
4826,"Bill Gates said that the Covid-19 vaccine will alter people""s DNA",0
4825,"Mix of pisco, ginger, honey, eucalyptus, garlic, onion and lemon cures COVID-19",0
4822,This video shows a tribute from the Eiffel Tower to the victims of COVID-19,0
4820,Video shows man succumbing to COVID-19 in Punes Deccan Corner,0
4816,"""Outbreak map"" of COVID-19 in the US",0
4831,"""Portugal overtakes Sweden in the cases of Covid-19. It becomes the worst country in the EU to fight the virus.""",0
4814,Hospital de Messejana Fortaleza closes ward of COVID 19 due to lack of patients!,0
4812,Nigeria has discovered a Covid-19 vaccine,0
4811,Viral infographic shows the Risk percentage of Community Transmission of COVID-19 for various states in India.,0
4810,The US Centers for Disease Control and Prevention lied about the number of deaths caused by COVID-19 by combining the count with pneumonia and influenza fatalities,0
4809,The CDC adds flu and pneumonia deaths to COVID-19 death toll.,0
4808,The official UK death toll from the coronavirus pandemic now equals the death toll from the Blitz.,0
4807,"Tennis star Serena Williams posted a message on social media that began, ""I'm sick of COVID-19. I'm sick of black vs. white. I'm sick of Republicans vs. Democrats.""",0
4806,Chinese shops in Madrid close again on the advice of their embassy after the COVID-19 outbreak in Beijing,0
